,Unnamed: 0,time,open,high,low,close,tick_volume,spread,real_volume,EMA_200,EMA_50,EMA50,EMA200,RSI,CCI,MACD,Signal,DIplus,DIminus,ADX,MFI,BBr,cumdelta_rsi,ROC,stoch_rsi_k,stoch_rsi_d,ParabolicSAR_Signal,cross,result
44143,44143,1679562000,1.09145,1.09163,1.09112,1.09128,2625,6,393750000,1.08661,1.09048,1.09048,1.08661,51.91482,5.17629,0.0004606,0.0004838,19.19501,20.57221,34.9649,49.39789,0.4988,47.31067,0.07703,24.23795,47.71827,1,2,loss
44214,44214,1679583300,1.08755,1.08772,1.08722,1.08726,2592,5,388800000,1.08757,1.08812,1.08812,1.08757,43.72855,-42.03849,-9.7e-05,-7.34e-05,21.26151,18.81888,21.1305,48.96193,0.31364,51.95663,-0.02115,20.00124,21.47538,1,2,loss
44228,44228,1679587500,1.08855,1.0888,1.08803,1.08803,2698,6,404700000,1.08766,1.0882,1.0882,1.08766,48.98487,27.50809,0.0001321,0.0001364,27.63989,21.70605,28.2194,64.31374,0.48352,49.55474,0.03126,40.85852,38.15848,0,2,loss
44235,44235,1679589600,1.08832,1.08864,1.08813,1.08835,2693,5,403950000,1.08773,1.08832,1.08832,1.08773,50.07628,-19.3409,0.0001721,0.0001855,21.74338,18.73947,24.67906,49.87801,0.44761,55.67333,0.00551,32.24332,46.95544,1,2,loss
44249,44249,1679593800,1.08937,1.0896,1.08854,1.08854,2837,6,425550000,1.08798,1.0889,1.0889,1.08798,43.15327,-51.74066,0.0003408,0.0004298,16.02952,27.20933,38.85186,57.03916,0.26424,46.13589,-0.06335,23.45981,46.97407,1,2,loss
44261,44261,1679597400,1.08966,1.08982,1.08923,1.08936,2392,6,358800000,1.08812,1.08903,1.08903,1.08812,51.54342,-6.30809,0.0001169,0.0001239,18.56836,13.10856,24.39775,48.23292,0.45189,55.80175,0.07533,64.70211,59.39286,0,2,win
44332,44332,1679618700,1.08277,1.08278,1.08261,1.08271,931,19,139650000,1.0862,1.08398,1.08398,1.0862,33.09354,-213.2964,-0.0001827,-0.0001718,15.49075,48.19302,28.91063,17.52526,0.03617,28.47401,-0.04708,2.74206,12.71233,1,2,loss
44348,44348,1679623500,1.08308,1.08308,1.08261,1.08262,1567,13,235050000,1.08576,1.0836,1.0836,1.08576,33.75456,-186.37307,-7.83e-05,-6.09e-05,19.38934,29.78772,16.67722,50.45166,-0.08445,40.9165,-0.04893,31.33859,63.13578,1,2,loss
44360,44360,1679627100,1.0831,1.0831,1.08267,1.0827,2408,13,361200000,1.08546,1.08342,1.08342,1.08546,37.0168,-193.03255,-5.77e-05,-3.61e-05,12.76156,24.61142,17.20474,46.72381,-0.12203,40.0115,0.00739,53.42054,71.33532,0,2,loss
44378,44378,1679632500,1.08207,1.08221,1.08203,1.08214,1960,13,294000000,1.08495,1.08288,1.08288,1.08495,37.6106,-108.68975,-0.0001763,-0.000171,7.11616,26.0352,30.81991,51.57329,0.35358,45.39721,-0.02033,44.22563,58.42893,1,2,loss
44382,44382,1679633700,1.08218,1.08222,1.08191,1.08199,1537,13,230550000,1.08484,1.08278,1.08278,1.08484,36.84587,-142.53987,-0.0001796,-0.0001692,13.36496,30.92444,27.91051,53.23432,0.28155,40.57384,-0.0425,40.51403,54.72117,1,2,loss
44417,44417,1679644200,1.08344,1.08349,1.08323,1.08324,1572,6,235800000,1.08426,1.08296,1.08296,1.08426,54.54796,39.19068,0.0002204,0.0002312,17.26344,14.99307,44.12305,58.01983,0.52772,62.89377,0.00739,27.43843,55.32678,1,2,win
44443,44443,1679652000,1.08275,1.08307,1.08244,1.08244,2705,5,405750000,1.08395,1.08291,1.08291,1.08395,41.23641,-79.41919,-4.59e-05,-3.18e-05,16.42721,24.96114,16.79406,28.46914,0.23213,37.64143,0.00462,39.68281,63.95444,1,2,win
44463,44463,1679658000,1.07629,1.07723,1.07584,1.07587,2847,5,427050000,1.08286,1.08013,1.08013,1.08286,26.49305,-188.21946,-0.0011366,-0.0010864,13.89407,28.17012,27.73212,35.04806,0.31023,39.26216,-0.1179,38.94919,59.57033,1,2,win
44520,44520,1679675100,1.07528,1.07585,1.07519,1.07552,2773,6,415950000,1.07913,1.07525,1.07525,1.07913,53.33129,30.20122,0.000386,0.0003969,15.27678,26.05048,19.77742,50.49457,0.56363,48.67997,-0.0669,17.48213,30.2262,0,2,loss
44546,44546,1679682900,1.07523,1.07561,1.07507,1.07523,2553,6,382950000,1.07824,1.07529,1.07529,1.07824,48.62822,12.62269,0.0001254,0.0001348,16.1635,24.82569,23.64068,65.04159,0.50875,50.09454,0.04373,39.68926,55.1418,0,2,loss
44554,44554,1679685300,1.07579,1.0761,1.07563,1.07567,2408,6,361200000,1.07806,1.07544,1.07544,1.07806,51.63144,27.97203,0.0001686,0.0001759,17.21019,18.8741,12.91553,56.315,0.48682,49.38232,-0.00744,44.628,51.50059,1,2,loss
44562,44562,1679687700,1.07612,1.07615,1.07586,1.0761,2236,6,335400000,1.07792,1.07566,1.07566,1.07792,54.70814,26.92055,0.0002218,0.0002236,18.05375,27.07921,17.69566,58.80882,0.5968,48.65017,0.04091,40.03866,62.10355,0,2,loss
44577,44577,1679692200,1.07598,1.07613,1.07587,1.07587,1727,6,259050000,1.07762,1.07573,1.07573,1.07762,50.51021,8.58369,5.38e-05,5.63e-05,11.72409,12.52251,17.73385,57.36989,0.46636,43.7341,0.03626,68.67603,75.0068,1,2,loss
44584,44584,1679694300,1.07596,1.07603,1.07579,1.07591,1973,13,295950000,1.07752,1.07583,1.07583,1.07752,48.70776,-8.40405,8.05e-05,8.88e-05,12.82177,27.23898,21.6566,43.28159,0.47995,40.95849,-0.01859,14.16495,42.32797,0,2,loss
44609,44609,1679878200,1.07666,1.07666,1.07663,1.07666,106,28,15900000,1.07727,1.07623,1.07623,1.07727,57.51131,25.48325,0.0001974,0.0002073,10.23516,40.68366,31.23714,34.43672,0.59446,41.61721,0.06785,35.95881,40.82895,0,2,loss
44623,44623,1679882400,1.07765,1.07769,1.07733,1.07761,1494,19,224100000,1.0773,1.07678,1.07678,1.0773,63.21814,51.05989,0.0003179,0.0003242,12.27541,22.41897,19.2971,57.85146,0.6616,51.20362,0.08545,55.43671,57.28466,0,2,win
44686,44686,1679901300,1.07712,1.07713,1.07697,1.07698,954,13,143100000,1.07705,1.07679,1.07679,1.07705,53.32638,40.83208,0.0001261,0.000134,16.37805,15.0181,21.84174,53.84127,0.52447,54.50103,-0.00093,18.6969,17.35045,1,2,win
44707,44707,1679907600,1.07645,1.07652,1.07593,1.07638,2467,5,370050000,1.07697,1.07668,1.07668,1.07697,42.99654,-166.79793,-7.41e-05,-6.73e-05,17.77922,23.63573,18.28857,41.48178,0.31783,44.86658,-0.01858,47.8463,69.58188,1,2,win
44726,44726,1679913300,1.07585,1.07647,1.07585,1.07596,2500,5,375000000,1.07682,1.07639,1.07639,1.07682,45.47103,-5.54284,-5.22e-05,-4.4e-05,18.1057,27.64488,23.63576,48.897,0.44544,48.137,0.06789,45.07542,48.0225,1,2,loss
44745,44745,1679919000,1.07669,1.07672,1.07579,1.07584,2239,5,335850000,1.07672,1.07634,1.07634,1.07672,43.87186,-12.15916,8.58e-05,9.64e-05,13.95091,24.11398,12.34228,65.43865,0.34412,54.50127,-0.04274,46.26409,64.56811,0,2,loss
44761,44761,1679923800,1.07643,1.07643,1.07609,1.0762,2038,5,305700000,1.07666,1.07635,1.07635,1.07666,47.29947,-41.26725,2.44e-05,3.17e-05,9.21945,22.66596,20.6091,29.33817,0.3724,42.22705,0.00093,66.41077,77.20992,1,2,loss
44779,44779,1679929200,1.0771,1.07737,1.07703,1.07706,2410,5,361500000,1.07673,1.07674,1.07674,1.07673,52.22377,27.33575,0.0002248,0.0002395,18.99599,17.01763,30.23782,78.80536,0.54033,45.17601,0.01486,12.95294,32.08292,1,2,loss
44787,44787,1679931600,1.0776,1.07766,1.07727,1.07738,2364,5,354600000,1.07678,1.07693,1.07693,1.07678,53.44424,22.83514,0.0002176,0.0002193,19.99596,22.61409,18.50563,63.81541,0.51516,46.63238,-0.00371,68.14064,73.46043,0,2,loss
44805,44805,1679937000,1.07906,1.0791,1.07839,1.0784,2653,6,397950000,1.07702,1.07765,1.07765,1.07702,53.40258,51.57785,0.0003943,0.0003952,16.28209,12.94654,17.83265,63.16134,0.58023,49.55618,0.0761,27.05696,32.59551,0,2,loss
44836,44836,1679946300,1.07885,1.07893,1.07867,1.07869,2077,5,311550000,1.07742,1.07833,1.07833,1.07742,50.70453,15.12557,0.0002208,0.0002364,14.79176,21.44458,34.97537,65.53685,0.49207,49.01018,-0.0102,10.27925,41.32884,1,2,loss
44852,44852,1679951100,1.07909,1.0791,1.07885,1.07903,1791,6,268650000,1.07766,1.07866,1.07866,1.07766,52.32771,-3.94119,0.0001485,0.0001524,17.64311,26.28444,25.63663,42.8094,0.53492,43.14327,0.03245,46.90625,68.72003,0,2,loss
44856,44856,1679952300,1.07939,1.07959,1.07917,1.07919,1889,5,283350000,1.07772,1.07876,1.07876,1.07772,54.05901,81.97788,0.0001524,0.0001549,23.77079,18.95582,21.09108,55.64435,0.64244,48.96296,0.00463,52.48961,57.17709,0,2,loss
44867,44867,1679955600,1.07958,1.07958,1.07944,1.07948,1412,6,211800000,1.0779,1.079,1.079,1.0779,55.9824,79.18623,0.0001565,0.0001574,18.50607,11.21078,22.18492,56.52148,0.60556,54.23664,0.00834,41.36493,47.92036,0,2,loss
44885,44885,1679961000,1.07981,1.07982,1.07969,1.07969,724,19,108600000,1.07819,1.07935,1.07935,1.07819,53.87466,38.56606,0.0001379,0.0001484,17.17312,18.88939,19.48469,43.49768,0.56419,46.6596,0.04355,51.39503,65.4079,0,2,loss
44905,44905,1679967000,1.0797,1.07972,1.07966,1.07969,521,19,78150000,1.07846,1.07955,1.07955,1.07846,49.9532,6.26844,5.73e-05,5.99e-05,13.33243,25.48947,23.48833,31.6993,0.50936,49.91532,0.00185,33.90926,45.73605,0,2,loss
44928,44928,1679973900,1.08083,1.0809,1.08065,1.08069,1042,13,156300000,1.07887,1.08011,1.08011,1.07887,61.2924,79.28266,0.000227,0.0002281,20.95274,7.32445,39.30951,43.59093,0.61742,59.92314,0.00555,10.91216,28.97783,0,2,loss
44938,44938,1679976900,1.08127,1.08151,1.08103,1.08108,1527,13,229050000,1.0791,1.08051,1.08051,1.0791,55.12324,42.97659,0.0003093,0.000315,24.83955,15.58942,54.35073,66.12199,0.54321,60.72299,0.03424,29.44066,55.40175,1,2,loss
45006,45006,1679997300,1.08153,1.08164,1.08072,1.08075,2252,5,337800000,1.08016,1.08119,1.08119,1.08016,41.82221,-50.95513,2.91e-05,5.55e-05,14.44952,23.60869,19.66087,60.33432,0.164,50.51123,-0.01943,40.87092,43.24796,1,2,loss
45020,45020,1680001500,1.08199,1.08221,1.08186,1.08213,2385,5,357750000,1.08042,1.0816,1.0816,1.08042,54.48958,23.75287,0.0002702,0.0002731,15.68062,15.08334,23.18595,69.45886,0.6079,63.54272,0.03513,33.656,52.9593,1,2,loss
45077,45077,1680018600,1.08393,1.08406,1.083,1.08321,2604,6,390600000,1.08136,1.08286,1.08286,1.08136,48.43662,-11.8917,0.0004128,0.0004664,16.05739,24.73153,41.89648,63.96904,0.40627,54.67269,0.02401,20.5331,50.24056,1,2,loss
45116,45116,1680030300,1.0842,1.08431,1.08342,1.08342,2135,5,320250000,1.08199,1.08333,1.08333,1.08199,47.32353,3.87024,0.0002768,0.0002982,15.05045,20.49002,32.78569,80.17421,0.42029,53.058,-0.012,38.43554,53.91039,1,2,loss
45165,45165,1680045000,1.08443,1.08443,1.08436,1.08437,689,13,103350000,1.08282,1.0841,1.0841,1.08282,52.46309,11.99097,0.0001504,0.0001611,17.76478,29.70143,34.83973,66.04755,0.5166,55.02285,-0.00369,15.75415,47.84119,1,2,loss
45196,45196,1680054300,1.08421,1.08422,1.08407,1.08407,461,19,69150000,1.0832,1.08421,1.08421,1.0832,41.61215,-90.25215,-1.95e-05,-9.4e-06,9.01184,23.77367,16.50308,57.40157,0.27938,48.84079,-0.01107,37.49326,54.70165,0,2,loss
45228,45228,1680063900,1.08458,1.08461,1.0843,1.08447,1996,13,299400000,1.08349,1.08429,1.08429,1.08349,53.00106,16.87199,0.0001074,0.0001152,16.48066,19.64136,13.40528,48.89542,0.51505,54.07396,0.00092,23.76801,17.77972,1,2,win
45259,45259,1680073200,1.08358,1.0836,1.08332,1.08334,1581,13,237150000,1.0836,1.08395,1.08395,1.0836,31.26687,-124.48728,-0.0001737,-0.0001703,9.08167,34.55243,45.76491,27.5233,0.24424,33.5169,-0.04152,44.69037,69.3301,1,2,loss
45273,45273,1680077400,1.08373,1.08374,1.08358,1.08367,1302,13,195300000,1.08363,1.08391,1.08391,1.08363,44.69777,-37.82144,-2.77e-05,-2.35e-05,11.44218,24.3308,25.70899,43.58169,0.40376,43.16794,0.01569,48.49516,51.89355,0,2,win
45317,45317,1680090600,1.08317,1.08327,1.08285,1.08314,2310,5,346500000,1.08345,1.08329,1.08329,1.08345,48.41256,-55.64943,7.18e-05,7.71e-05,12.75721,14.15405,14.88913,49.63713,0.41794,46.15573,-0.02215,28.19179,36.05378,1,2,loss
45337,45337,1680096600,1.08547,1.08568,1.08531,1.08533,1877,6,281550000,1.08372,1.08427,1.08427,1.08372,60.23661,49.4618,0.0005472,0.0005668,21.66019,10.00264,55.65838,51.27795,0.5983,56.77978,0.03963,0.98649,19.23696,0,2,loss
45354,45354,1680101700,1.08622,1.08622,1.08537,1.08545,2611,5,391650000,1.08406,1.08507,1.08507,1.08406,48.01913,-14.48442,0.0003755,0.0004262,21.61241,28.64432,35.54595,55.20197,0.35204,47.51235,-0.02026,26.63441,51.81674,1,2,win
45370,45370,1680106500,1.08505,1.08506,1.08454,1.08454,2515,5,377250000,1.08417,1.08497,1.08497,1.08417,42.84718,-53.1247,-0.0001043,-9.23e-05,19.33839,31.88428,20.40134,43.10175,0.32153,44.72936,0.05997,66.45196,78.71366,0,2,loss
45385,45385,1680111000,1.08357,1.08383,1.08325,1.08379,2560,6,384000000,1.08418,1.08465,1.08465,1.08418,39.77546,-107.76974,-0.0001925,-0.0001678,14.67456,21.37054,22.44345,57.32218,0.22974,53.41853,0.02123,38.60831,58.47517,1,2,loss
45402,45402,1680116100,1.08316,1.08325,1.08239,1.08244,2336,5,350400000,1.08405,1.08399,1.08399,1.08405,32.66818,-171.78984,-0.0003179,-0.0002986,9.68795,31.66237,24.58594,30.90304,0.12955,36.70679,-0.0554,42.68698,60.93264,1,2,loss
45409,45409,1680118200,1.08258,1.08281,1.08235,1.08268,1781,6,267150000,1.08398,1.08376,1.08376,1.08398,39.90249,-169.83868,-0.0002913,-0.0002771,10.88897,28.35341,26.33265,38.08881,0.22365,44.31076,-0.11071,49.78378,59.95304,1,2,loss
45433,45433,1680125400,1.08372,1.08382,1.08364,1.08378,1237,6,185550000,1.08388,1.08368,1.08368,1.08388,52.34917,16.97775,0.0001607,0.0001662,15.51854,21.67029,27.56037,50.22558,0.55353,52.49551,0.00277,10.34712,17.65819,1,2,loss
45445,45445,1680129000,1.08418,1.08422,1.08406,1.08415,1732,13,259800000,1.08391,1.08386,1.08386,1.08391,54.11751,19.08549,0.0001708,0.0001791,22.24551,18.12711,21.90074,40.45826,0.53332,49.61405,0.03414,37.68944,54.51648,0,2,loss
45464,45464,1680134700,1.08437,1.08437,1.08397,1.08397,107,19,16050000,1.08395,1.08399,1.08399,1.08395,46.61724,3.10559,7.19e-05,7.47e-05,24.3334,17.33873,30.14783,63.39526,0.26894,49.85594,0.00646,54.66982,78.1179,0,2,loss
45485,45485,1680141000,1.08406,1.08426,1.08405,1.08426,1141,19,171150000,1.08401,1.08417,1.08417,1.08401,49.48278,-23.21883,9.08e-05,0.0001008,24.12245,21.98294,32.95367,44.86485,0.48835,63.47344,0.02214,40.32753,61.02894,1,2,win
45498,45498,1680144900,1.08434,1.08437,1.08416,1.08417,1568,19,235200000,1.08404,1.08422,1.08422,1.08404,45.79293,-57.28104,2.14e-05,3.37e-05,21.43019,26.38061,24.9048,43.40558,0.30096,46.28472,-0.0166,45.95192,50.14733,1,2,win
45525,45525,1680153000,1.08307,1.08307,1.0828,1.08281,1390,18,208500000,1.08389,1.08364,1.08364,1.08389,34.21297,-116.83474,-0.00025,-0.0002409,12.67061,30.02349,31.74934,43.01091,0.22069,32.34572,-0.03416,72.469,79.97607,1,2,loss
45536,45536,1680156300,1.08282,1.08283,1.08258,1.08261,1398,13,209700000,1.0838,1.08342,1.08342,1.0838,34.60301,-185.38619,-0.0001928,-0.0001796,16.63028,35.80849,23.48452,40.4849,0.12693,35.97976,-0.04247,30.45433,35.85881,1,2,loss
45567,45567,1680165600,1.08381,1.08398,1.08369,1.08398,1829,6,274350000,1.08377,1.08366,1.08366,1.08377,55.94621,18.16544,0.0001888,0.0001929,20.66983,14.77918,47.4382,48.12002,0.59274,51.4989,-0.00092,23.18499,44.9451,1,2,loss
45570,45570,1680166500,1.08445,1.08459,1.08401,1.08409,2448,6,367200000,1.08378,1.08372,1.08372,1.08378,55.40801,95.87439,0.0001866,0.0001896,27.21887,9.6207,46.21885,48.84612,0.5869,46.79235,0.02399,33.65104,26.56799,0,2,loss
45584,45584,1680170700,1.08393,1.08406,1.08228,1.08275,2813,5,421950000,1.08378,1.08375,1.08375,1.08378,35.35315,-216.78892,-2.32e-05,4.39e-05,26.3773,25.1572,25.16132,47.73973,-0.22969,48.64404,-0.119,46.44134,63.94001,1,2,loss
45610,45610,1680178500,1.08732,1.08746,1.0869,1.0869,2269,5,340350000,1.0843,1.08539,1.08539,1.0843,60.79408,57.41201,0.0007182,0.0007404,20.36414,9.7583,60.23523,50.29772,0.57448,60.87332,0.12344,51.5011,61.45394,1,2,loss
45635,45635,1680186000,1.08753,1.08756,1.08717,1.08743,2032,6,304800000,1.08489,1.08647,1.08647,1.08489,56.57623,30.11338,0.0003931,0.0004018,12.53387,25.97695,33.07466,50.28012,0.60977,42.12454,0.10402,37.89236,50.79558,0,2,loss
45664,45664,1680194700,1.09168,1.09172,1.09144,1.09154,2611,6,391650000,1.08616,1.0891,1.0891,1.08616,64.76148,68.03902,0.0009358,0.0009644,19.81506,6.79918,58.61574,49.35635,0.62334,61.47474,0.10822,4.16137,15.27633,1,2,win
45704,45704,1680206700,1.0899,1.09012,1.08968,1.08978,1979,6,296850000,1.08761,1.09015,1.09015,1.08761,39.68159,-52.59923,-0.0001243,-0.0001184,12.82842,18.57763,28.05916,57.60634,0.40201,41.97271,-0.0211,36.73564,61.99305,1,2,loss
45741,45741,1680217800,1.09053,1.09065,1.09035,1.09039,829,13,124350000,1.08841,1.09026,1.09026,1.08841,50.60427,17.94682,0.0001169,0.0001272,15.45049,22.044,25.15259,41.47198,0.46282,58.62227,0.00183,31.10833,47.12412,1,2,loss
45760,45760,1680223500,1.09049,1.09049,1.0904,1.09042,98,23,14700000,1.08876,1.09034,1.09034,1.08876,50.63837,41.57567,3.06e-05,3.34e-05,13.97752,17.77369,17.24823,86.65054,0.55452,57.58827,0.00275,72.82009,83.74272,0,2,loss
45808,45808,1680237900,1.0918,1.09183,1.09084,1.09105,2144,13,321600000,1.08956,1.09098,1.09098,1.08956,46.01297,-27.55741,0.0003156,0.0003412,22.21002,19.84523,51.60688,51.19138,0.36546,59.39295,0.01283,20.34749,35.3032,1,2,win
45845,45845,1680249000,1.09055,1.09056,1.09018,1.0902,1174,13,176100000,1.08987,1.09064,1.09064,1.08987,39.95187,-59.89413,-8.68e-05,-8.1e-05,13.8174,21.70993,23.18037,46.89301,0.26243,43.26368,-0.03118,31.45312,38.49555,1,2,loss
45875,45875,1680258000,1.08932,1.08949,1.08878,1.08926,2597,6,389550000,1.08985,1.09005,1.09005,1.08985,38.70808,-102.04368,-6.46e-05,-6.04e-05,19.05375,25.461,30.65252,62.83009,0.28113,53.01197,-0.02753,46.03862,71.12958,1,2,win
45908,45908,1680267900,1.08833,1.08846,1.08814,1.08814,1896,6,284400000,1.08943,1.08882,1.08882,1.08943,44.16195,-20.28645,-8.14e-05,-7.49e-05,13.07981,20.31116,24.35606,43.0289,0.39398,47.08993,0.01103,17.04505,22.00564,1,2,loss
45912,45912,1680269100,1.08841,1.08849,1.08789,1.08803,2102,6,315300000,1.08939,1.08875,1.08875,1.08939,43.29217,-87.62929,-8.72e-05,-7.28e-05,14.85502,21.6729,19.47831,43.21988,0.24478,46.79676,-0.11292,27.61246,31.49108,1,2,win
45930,45930,1680274500,1.08717,1.08722,1.08649,1.08664,2400,6,360000000,1.08906,1.08804,1.08804,1.08906,36.01,-120.09354,-0.0002988,-0.0002761,13.42687,26.23813,21.13399,26.25325,0.20545,39.7996,-0.02024,49.17032,66.66181,1,2,loss
45948,45948,1680279900,1.08803,1.08828,1.08775,1.08787,2458,5,368700000,1.0889,1.08808,1.08808,1.0889,48.50835,1.89141,9.58e-05,0.0001181,15.95729,20.12991,15.48423,49.34689,0.46746,42.26386,0.02483,18.14897,20.44613,1,2,loss
45960,45960,1680283500,1.08884,1.08887,1.0879,1.0882,2738,5,410700000,1.08889,1.08838,1.08838,1.08889,46.37321,-45.85153,0.0002513,0.0002754,17.73093,31.13283,24.1769,57.71825,0.33186,42.25236,0.03033,21.74535,49.65156,1,2,loss
45982,45982,1680290100,1.08633,1.0864,1.08581,1.08596,1989,5,298350000,1.08849,1.08743,1.08743,1.08849,35.06662,-87.52461,-0.0004133,-0.0003896,16.82897,27.69887,24.39288,56.85973,0.3503,49.11313,-0.03406,33.1097,44.79787,1,2,loss
45996,45996,1680294300,1.08612,1.08624,1.08567,1.08569,1911,5,286650000,1.0882,1.08694,1.08694,1.0882,36.11541,-134.45094,-0.0002721,-0.0002716,14.32756,32.48221,23.96509,58.57842,0.07167,42.66243,-0.06259,25.61936,38.79081,1,2,win
46017,46017,1680300600,1.08502,1.08527,1.08488,1.08488,1812,6,271800000,1.08768,1.08609,1.08609,1.08768,33.87551,-123.52237,-0.0002249,-0.0002091,17.21154,24.4296,26.0479,53.47844,0.24102,40.09516,-0.05159,9.28356,28.78496,1,2,win
46052,46052,1680483900,1.08353,1.08383,1.08337,1.08342,807,19,121050000,1.08663,1.08458,1.08458,1.08663,28.63641,-198.28877,-0.0002262,-0.0002062,18.34094,27.58394,20.16345,20.997,0.06294,36.52669,-0.07747,13.42227,34.68132,1,2,win
46098,46098,1680497700,1.08065,1.08095,1.08053,1.08068,2142,13,321300000,1.08463,1.08163,1.08163,1.08463,42.29964,-88.77453,-0.0001594,-0.0001536,19.38629,19.35927,24.95615,71.05875,0.27196,47.08469,-0.05826,6.34911,7.51746,1,2,win
46173,46173,1680520200,1.08338,1.08345,1.08313,1.08324,2234,6,335100000,1.0825,1.08142,1.08142,1.0825,64.93974,56.37765,0.0008508,0.0008734,19.1851,10.56921,66.39217,65.57297,0.61129,66.45606,0.08778,1.46656,17.78016,1,2,loss
46188,46188,1680524700,1.08482,1.08508,1.0846,1.08464,2058,6,308700000,1.08273,1.08268,1.08268,1.08273,69.25348,97.55801,0.0007129,0.0007215,23.51764,8.08865,57.45626,58.11827,0.6836,61.25863,0.11908,74.30886,87.85165,0,2,loss
46208,46208,1680530700,1.08662,1.08664,1.08619,1.08623,2236,5,335400000,1.08329,1.08447,1.08447,1.08329,61.25262,53.69843,0.0006919,0.0007193,23.2238,11.78675,64.09635,71.53205,0.61895,65.25425,0.09215,35.1205,58.2402,1,2,loss
46220,46220,1680534300,1.08735,1.08751,1.08683,1.08686,2434,6,365100000,1.08369,1.08538,1.08538,1.08369,57.362,83.74028,0.0005247,0.0005543,15.82065,9.62832,37.06457,43.72759,0.55053,51.69371,0.058,34.64302,45.81358,0,2,loss
46237,46237,1680539400,1.08756,1.08756,1.08684,1.08685,2719,5,407850000,1.08417,1.08607,1.08607,1.08417,52.17773,71.41509,0.0001898,0.0001953,16.494,9.92773,16.85809,56.76876,0.51522,52.19769,0.03958,62.18922,58.12082,0,2,loss
46251,46251,1680543600,1.08877,1.08934,1.08857,1.08859,2763,5,414450000,1.08483,1.08746,1.08746,1.08483,51.56594,17.39685,0.000721,0.0007608,23.96644,18.01022,38.98525,42.80243,0.50587,51.98181,0.02205,19.2258,52.14488,1,2,loss
46319,46319,1680564000,1.0903,1.09038,1.09023,1.09037,1013,13,151950000,1.08699,1.08944,1.08944,1.08699,64.19751,58.17477,0.0003617,0.0003631,28.64899,19.447,49.40268,69.48012,0.64829,71.81957,0.06699,23.24782,52.4316,1,2,loss
46346,46346,1680572100,1.09036,1.09036,1.09025,1.09028,585,19,87750000,1.08776,1.08997,1.08997,1.08776,52.64401,38.59769,8.7e-05,8.89e-05,15.6739,22.51202,29.50943,38.60556,0.56688,46.23805,0.02477,62.56787,74.70165,0,2,loss
46362,46362,1680576900,1.09082,1.09083,1.09059,1.09059,989,19,148350000,1.08818,1.09028,1.09028,1.08818,52.95033,45.35925,0.0001405,0.0001411,15.18704,15.50875,38.79334,69.24765,0.53375,54.33658,0.0266,58.51652,77.1605,1,2,win
46427,46427,1680596400,1.08907,1.08921,1.08898,1.08904,1082,13,162300000,1.08873,1.08928,1.08928,1.08873,46.4091,-12.21701,1.8e-06,6.8e-06,22.90806,23.92861,19.70778,42.49277,0.43707,50.32738,0.00092,23.40951,27.24088,1,2,loss
46464,46464,1680607500,1.09226,1.09226,1.09189,1.09193,2471,5,370650000,1.08931,1.09059,1.09059,1.08931,59.00922,58.44937,0.000622,0.0006349,21.34163,11.38484,34.16253,49.49704,0.58752,60.89862,0.1192,22.81252,26.3667,0,2,loss
46479,46479,1680612000,1.09289,1.09327,1.0927,1.09277,2318,5,347700000,1.08974,1.09143,1.09143,1.08974,61.73907,99.38603,0.0004744,0.000478,29.18535,16.83797,26.36832,58.80664,0.68726,54.06159,0.10902,64.12306,70.47429,0,2,loss
46483,46483,1680613200,1.09307,1.09318,1.09285,1.09298,2274,5,341100000,1.08987,1.09168,1.09168,1.08987,60.35969,65.64898,0.0004648,0.0004797,20.83706,15.45904,27.15703,65.83209,0.71273,52.80779,0.08424,66.45391,73.8143,0,2,win
46516,46516,1680623100,1.09013,1.09021,1.08881,1.08897,2556,6,383400000,1.09017,1.09095,1.09095,1.09017,31.85007,-195.74237,-0.0005168,-0.0004805,11.7051,29.04683,34.75252,42.36283,0.21616,37.30453,-0.14671,53.60779,60.20938,1,2,loss
46547,46547,1680632400,1.09597,1.09629,1.09576,1.09581,2699,5,404850000,1.09097,1.09303,1.09303,1.09097,64.65156,48.37827,0.0013989,0.0014397,20.76603,16.73004,45.41957,57.6439,0.58293,62.94115,0.10231,5.29197,17.86444,1,2,win
46608,46608,1680650700,1.09553,1.09564,1.09547,1.09555,938,14,140700000,1.09283,1.095,1.095,1.09283,58.09864,62.34687,0.0001809,0.0001825,29.30733,20.61024,31.0374,58.55543,0.5848,71.02614,0.04109,50.88325,63.72796,1,2,loss
46649,46649,1680663000,1.09595,1.09597,1.09567,1.09568,1062,19,159300000,1.09376,1.09553,1.09553,1.09376,48.89177,8.96785,0.0001182,0.0001249,16.89977,17.27691,29.51502,50.84031,0.4258,57.9681,-0.00548,43.98517,70.28082,1,2,loss
46660,46660,1680666300,1.09622,1.09627,1.096,1.09608,1384,13,207600000,1.09402,1.09581,1.09581,1.09402,50.9543,-2.86013,0.0001773,0.0001986,18.27531,27.30663,22.24038,41.64574,0.4686,45.41113,0.01186,24.77722,46.11551,1,2,win
46693,46693,1680676200,1.09607,1.09607,1.09586,1.09589,1223,13,183450000,1.09458,1.09595,1.09595,1.09458,45.33115,-42.62295,1.32e-05,1.65e-05,15.3753,29.45802,14.30481,50.31366,0.32913,42.19866,-0.01277,36.92876,52.40844,0,2,loss
