,Unnamed: 0,time,open,high,low,close,tick_volume,spread,real_volume,EMA_200,EMA_50,EMA50,EMA200,RSI,CCI,MACD,Signal,DIplus,DIminus,ADX,MFI,BBr,cumdelta_rsi,ROC,stoch_rsi_k,stoch_rsi_d,ParabolicSAR_Signal,cross,result
23744,23744,1670997900,1.06249,1.06261,1.06236,1.06238,2340,13,351000000,1.06147,1.06283,1.06283,1.06147,38.4111,-100.93684,-0.000139,-0.0001308,9.53812,26.15082,35.87506,35.27625,0.33478,33.33048,-0.01694,32.51654,48.7438,1,2,loss
23747,23747,1670998800,1.0625,1.0625,1.06212,1.06226,2493,13,373950000,1.0615,1.06279,1.06279,1.0615,37.71918,-155.93958,-0.0001429,-0.0001324,6.69044,27.78106,42.28203,42.58743,0.26926,33.22692,-0.01977,46.69895,45.82449,1,2,loss
23781,23781,1671009000,1.06338,1.06343,1.06309,1.06316,2859,5,428850000,1.06192,1.06302,1.06302,1.06192,49.41081,-7.85939,0.0002189,0.0002437,16.26291,17.03209,30.01355,64.316,0.45222,44.67945,0.01317,25.90042,51.23382,1,2,loss
23819,23819,1671020400,1.06562,1.06587,1.0654,1.06563,2881,5,432150000,1.06266,1.0643,1.0643,1.06266,57.54584,37.22905,0.0006427,0.0006644,17.48738,17.64188,42.84374,64.30104,0.57727,54.24891,0.07231,19.29033,33.32544,1,2,loss
23858,23858,1671032100,1.06441,1.06452,1.06396,1.06413,2889,5,433350000,1.0634,1.0647,1.0647,1.0634,41.91712,-101.86078,-0.0001518,-0.0001452,16.00304,21.50115,19.64787,42.95838,0.30597,45.26672,-0.06105,35.20802,51.14534,1,2,loss
23864,23864,1671033900,1.06442,1.0645,1.06394,1.06394,2874,5,431100000,1.06345,1.06459,1.06459,1.06345,42.44092,-79.18582,-0.0001869,-0.0001739,12.68274,22.99366,19.89641,50.26513,0.21031,40.48028,-0.07607,52.36906,43.98328,1,2,loss
23888,23888,1671041100,1.06494,1.06503,1.06434,1.0645,2906,5,435900000,1.06371,1.0647,1.0647,1.06371,47.19357,-34.58529,0.0001365,0.0001644,21.09473,16.46662,20.55735,50.01954,0.37451,56.22296,-0.06009,7.76949,37.13192,1,2,loss
23899,23899,1671044400,1.06534,1.06558,1.0649,1.06541,2893,5,433950000,1.0639,1.06499,1.06499,1.0639,52.79174,5.08338,0.0002161,0.0002288,11.93889,18.12867,24.15545,35.646,0.55237,57.31503,0.04413,38.29854,42.99221,0,2,loss
23908,23908,1671047100,1.0661,1.06614,1.06569,1.06583,2833,5,424950000,1.06408,1.06531,1.06531,1.06408,52.94282,39.98614,0.0002874,0.0002911,18.28221,20.82666,16.79915,49.68942,0.5449,54.28337,0.03003,36.20374,44.26602,1,2,loss
23923,23923,1671051600,1.06772,1.06777,1.06294,1.06476,25012,5,3751800000,1.06444,1.06595,1.06595,1.06444,37.71741,-111.92307,0.0003958,0.0004581,26.0961,28.27792,37.19266,43.33532,0.07129,33.48681,-0.07602,55.98179,81.1176,1,2,loss
23951,23951,1671060000,1.0681,1.06815,1.06791,1.06795,2309,19,346350000,1.06502,1.06675,1.06675,1.06502,54.58867,35.02657,0.000531,0.0005346,16.80368,20.23502,16.6205,31.73529,0.54262,36.90768,-0.02247,43.7184,47.29174,0,2,loss
23997,23997,1671073800,1.06713,1.06733,1.06678,1.06693,2743,13,411450000,1.066,1.06743,1.06743,1.066,40.1477,-107.90823,-9.62e-05,-8.12e-05,16.41796,17.22061,21.7119,49.08521,0.26209,43.77446,-0.00375,31.96825,52.88818,1,2,win
24033,24033,1671084600,1.06507,1.06511,1.06487,1.06494,2723,13,408450000,1.06593,1.06606,1.06606,1.06593,26.22306,-207.5266,-0.0002877,-0.0002738,7.43385,27.47658,27.60517,28.96506,0.01825,35.71879,-0.07225,0.0,4.68274,1,2,loss
24040,24040,1671086700,1.06507,1.06507,1.06466,1.06468,2582,13,387300000,1.06586,1.06579,1.06579,1.06586,30.42178,-111.89774,-0.0002927,-0.000287,5.95392,22.40311,44.6587,30.87675,0.09724,46.02904,-0.08727,53.33882,44.60416,1,2,loss
24067,24067,1671094800,1.06541,1.06562,1.06522,1.06541,2862,5,429300000,1.06572,1.0655,1.0655,1.06572,50.07099,-3.74043,8.71e-05,9.71e-05,17.03158,13.75844,19.72743,50.43697,0.49254,55.9481,-0.02065,20.7896,41.76838,1,2,win
24116,24116,1671109500,1.06105,1.06116,1.06061,1.06102,2885,5,432750000,1.06451,1.06266,1.06266,1.06451,36.90795,-174.07186,-0.0003153,-0.0002952,7.96513,26.61022,26.66679,42.69713,0.17289,38.13032,-0.09134,0.0,17.70533,1,2,loss
24140,24140,1671116700,1.06187,1.06192,1.06134,1.06157,2877,5,431550000,1.06393,1.06216,1.06216,1.06393,45.41237,-109.93811,1.29e-05,1.32e-05,13.59214,21.69644,16.71459,56.9435,0.23071,42.22152,-0.01036,30.23659,46.85495,1,2,loss
24162,24162,1671123300,1.07039,1.07041,1.06941,1.06982,2959,5,443850000,1.06469,1.06572,1.06572,1.06469,63.92027,46.98253,0.0019106,0.0019362,14.87181,16.46391,17.97854,49.97727,0.61289,51.91641,0.43466,26.43847,33.40068,1,2,loss
24229,24229,1671143400,1.06285,1.06289,1.06268,1.0627,2760,13,414000000,1.06367,1.06268,1.06268,1.06367,50.91706,-17.0887,0.0003156,0.0003465,14.60133,22.40268,38.6942,50.38718,0.46386,42.68859,0.04896,14.05388,34.42047,1,2,loss
24247,24247,1671148800,1.06261,1.06272,1.06199,1.06216,408,20,61200000,1.06345,1.0625,1.0625,1.06345,44.53885,-35.33258,-1.4e-05,-1.39e-05,21.8556,23.40536,24.38088,46.77469,0.3854,51.0902,-0.00941,66.8144,86.89137,1,2,loss
24281,24281,1671159000,1.0639,1.06393,1.06338,1.06393,2524,13,378600000,1.06339,1.06317,1.06317,1.06339,65.4243,33.73776,0.0003192,0.0003246,20.25723,24.02143,47.10169,56.49062,0.65578,57.98804,0.03667,18.48687,37.62704,1,2,loss
24284,24284,1671159900,1.06441,1.06447,1.0639,1.06406,2827,13,424050000,1.06341,1.06328,1.06328,1.06341,61.73254,94.26074,0.000321,0.000324,24.91745,15.63706,36.23219,50.57552,0.61878,58.87506,0.0141,40.10251,31.99477,0,2,loss
24307,24307,1671166800,1.06503,1.0651,1.06491,1.065,2678,13,401700000,1.06368,1.06419,1.06419,1.06368,56.73888,32.67513,0.0003675,0.0003946,16.65139,21.9319,36.38092,50.21867,0.58796,43.59144,0.05543,5.54007,19.3704,1,2,loss
24361,24361,1671183000,1.06553,1.06578,1.06535,1.06541,2887,5,433050000,1.0642,1.06499,1.06499,1.0642,52.83912,27.68409,0.000278,0.0002881,18.31665,20.48955,21.6349,56.43362,0.52382,50.74644,0.00188,13.4107,30.42631,1,2,win
24382,24382,1671189300,1.06326,1.06354,1.0626,1.06272,2942,5,441300000,1.06415,1.06439,1.06439,1.06415,38.17342,-119.97869,-0.0002293,-0.0001751,18.2128,36.06862,30.17132,49.91172,0.26602,37.89392,-0.04233,28.79469,52.17901,1,2,loss
24421,24421,1671201000,1.06317,1.06317,1.06262,1.06288,2893,5,433950000,1.06367,1.06317,1.06317,1.06367,47.16622,-47.08943,0.0001084,0.0001363,11.68777,21.86707,15.27905,42.54952,0.41185,47.77276,-0.02916,0.0,13.96087,1,2,win
24443,24443,1671207600,1.06204,1.06233,1.06177,1.0618,2919,5,437850000,1.06341,1.06272,1.06272,1.06341,40.48943,-56.62127,-8.51e-05,-4.76e-05,15.49775,24.14908,22.52599,57.02405,0.329,36.46396,-0.0593,33.1583,54.84404,1,2,loss
24453,24453,1671210600,1.06197,1.06222,1.06133,1.06147,2950,5,442500000,1.06338,1.06282,1.06282,1.06338,40.86275,-135.18776,2.87e-05,0.0001284,12.20939,31.77877,23.93419,42.99064,0.10742,33.87754,-0.05838,19.47386,47.54481,1,2,loss
24502,24502,1671225300,1.06074,1.06081,1.06032,1.06042,2862,5,429300000,1.06247,1.06125,1.06125,1.06247,39.15622,-129.8646,-6.86e-05,-4.23e-05,14.83508,27.8843,23.90296,64.12601,-0.0125,46.05889,-0.03865,0.0,30.47166,1,2,win
24522,24522,1671231300,1.05984,1.06001,1.0591,1.05915,2851,19,427650000,1.06202,1.06054,1.06054,1.06202,27.55341,-196.14184,-0.0002516,-0.000219,10.3018,27.64205,28.50741,43.00483,0.14139,36.06121,-0.06982,32.11467,50.21029,1,2,loss
24553,24553,1671413400,1.05881,1.05885,1.05843,1.05851,2487,19,373050000,1.06121,1.05943,1.05943,1.06121,37.6343,-150.43758,-0.0001094,-9.99e-05,8.79841,29.81192,21.74867,46.04905,0.09546,41.64529,-0.05571,36.80294,63.1775,1,2,loss
24591,24591,1671424800,1.06057,1.06069,1.06042,1.06062,2684,13,402600000,1.06078,1.05993,1.05993,1.06078,57.63241,55.46382,0.0003163,0.0003192,20.03445,14.43876,34.4315,42.93655,0.63504,56.16822,0.05943,11.10555,24.08815,0,2,loss
24594,24594,1671425700,1.06102,1.06117,1.06076,1.06083,2838,13,425700000,1.06078,1.06003,1.06003,1.06078,59.16559,96.74734,0.000314,0.0003167,29.35878,9.3991,37.084,57.14122,0.6851,58.12786,0.02263,20.4407,14.73648,0,2,loss
24651,24651,1671442800,1.06304,1.06323,1.06289,1.06291,2824,5,423600000,1.06104,1.06165,1.06165,1.06104,61.8123,44.07215,0.0006111,0.000639,17.08087,12.71012,38.20385,42.6173,0.58457,43.11486,0.0047,0.0,17.46496,1,2,loss
24663,24663,1671446400,1.06379,1.06386,1.06303,1.06303,2817,5,422550000,1.06131,1.06234,1.06234,1.06131,50.42658,-9.26784,0.0004544,0.0005149,18.89107,27.54417,18.48877,36.23287,0.41548,40.65052,0.01129,40.28037,57.37555,0,2,loss
24675,24675,1671450000,1.06437,1.06473,1.06416,1.06457,2877,5,431550000,1.06166,1.06315,1.06315,1.06166,57.41922,51.81798,0.0005184,0.0005225,17.97252,30.71234,20.58921,43.10044,0.64178,47.86686,0.14487,34.97794,49.40506,0,2,loss
24718,24718,1671462900,1.05975,1.06052,1.05975,1.06024,2879,5,431850000,1.06153,1.06142,1.06142,1.06153,40.37827,-178.94556,-0.0003432,-0.0003398,13.52394,21.95257,20.78005,64.0418,0.30376,54.62375,-0.04148,23.77527,27.74429,1,2,loss
24737,24737,1671468600,1.06024,1.06054,1.05996,1.06008,2933,5,439950000,1.06134,1.0609,1.0609,1.06134,42.69388,-52.13065,-0.0001289,-0.0001093,10.09325,11.40287,24.04952,49.68612,0.28538,48.97499,-0.03112,35.0408,36.20884,1,2,loss
24747,24747,1671471600,1.0603,1.06052,1.05969,1.05977,2944,5,441600000,1.06128,1.06081,1.06081,1.06128,38.46052,-142.83046,-4.41e-05,-1.42e-05,14.16167,18.94982,31.44056,42.87874,-0.05446,46.10585,-0.0613,35.7977,64.23303,1,2,win
24771,24771,1671478800,1.06201,1.06221,1.06178,1.06209,2855,5,428250000,1.06124,1.06116,1.06116,1.06124,59.26961,34.5485,0.0005154,0.0005171,13.73281,18.8366,29.50986,50.13949,0.59146,55.9394,0.03014,15.80862,35.85597,1,2,loss
24774,24774,1671479700,1.06282,1.06282,1.06228,1.06244,2880,5,432000000,1.06128,1.06133,1.06133,1.06128,60.0136,62.35776,0.0005228,0.000523,24.22612,16.39986,26.77231,42.82217,0.56599,57.84795,0.01506,57.52791,47.30748,1,2,win
24847,24847,1671501600,1.06114,1.06118,1.06039,1.06046,2577,13,386550000,1.06102,1.06078,1.06078,1.06102,42.45894,-44.94453,7.29e-05,8.55e-05,14.2645,18.22357,24.77224,70.36545,0.14346,51.36257,-0.02545,31.5893,49.58614,1,2,loss
24890,24890,1671514500,1.0615,1.06174,1.06105,1.06122,2964,13,444600000,1.06093,1.06096,1.06096,1.06093,49.96943,4.04175,0.0003464,0.0003959,18.68369,14.69748,18.76826,57.67473,0.48272,46.25176,0.03111,7.44127,6.50375,1,2,win
24948,24948,1671531900,1.0605,1.06116,1.06034,1.06059,2949,5,442350000,1.06061,1.06038,1.06038,1.06061,50.53156,15.10577,0.0003341,0.0003545,15.15226,17.52894,21.31277,42.85733,0.50039,48.06325,-0.06219,10.1775,27.75738,0,2,loss
24964,24964,1671536700,1.06311,1.06335,1.06289,1.06295,2940,5,441000000,1.06094,1.06157,1.06157,1.06094,58.56564,54.66304,0.0006349,0.0006626,16.80855,8.76016,35.87552,57.14897,0.60932,50.27898,0.01411,29.04152,53.60163,0,2,loss
24978,24978,1671540900,1.06383,1.06387,1.06277,1.0628,2920,5,438000000,1.06124,1.06229,1.06229,1.06124,49.0927,-11.47808,0.0003625,0.0004242,15.71275,15.1756,26.46773,49.81392,0.34861,54.05349,-0.07803,54.65705,59.41903,0,2,loss
24993,24993,1671545400,1.06337,1.06359,1.06323,1.06337,2894,5,434100000,1.06154,1.06282,1.06282,1.06154,50.67537,-3.39458,0.0002577,0.0002859,18.49728,23.21993,25.52745,49.94431,0.47675,53.78987,0.07435,41.50038,57.2868,0,2,win
25038,25038,1671558900,1.06429,1.06457,1.06377,1.06395,2963,5,444450000,1.06182,1.06278,1.06278,1.06182,55.40068,36.44522,0.0006997,0.000721,18.54692,13.54395,29.30165,49.96125,0.56798,51.72964,0.04231,16.64999,18.36899,1,2,win
25099,25099,1671577200,1.06144,1.06185,1.06141,1.06174,2826,19,423900000,1.06179,1.06175,1.06175,1.06179,50.79996,-3.94066,0.0001121,0.000122,21.13573,31.13517,25.17674,56.77903,0.51257,49.90818,0.00094,9.56934,23.95021,1,2,loss
25113,25113,1671581400,1.06268,1.06268,1.06212,1.06242,1528,19,229200000,1.06188,1.06207,1.06207,1.06188,53.55872,30.31461,0.0002277,0.0002383,14.94199,20.29926,21.95659,64.2716,0.5548,59.52173,0.01506,44.45954,53.6848,1,2,win
25152,25152,1671593100,1.06223,1.06237,1.06203,1.06204,2861,13,429150000,1.06202,1.06222,1.06222,1.06202,44.88006,-41.13924,-7.17e-05,-6.94e-05,17.29679,15.83354,17.75246,49.81513,0.29748,45.84029,-0.01695,81.87539,79.90018,0,2,win
25166,25166,1671597300,1.06156,1.06164,1.06146,1.06151,2576,13,386400000,1.06201,1.0621,1.0621,1.06201,38.40986,-123.01365,-7.6e-05,-6e-05,19.87041,25.59333,24.5711,49.86812,0.17376,51.08158,-0.0339,41.96799,66.63905,1,2,loss
25187,25187,1671603600,1.06126,1.06132,1.06119,1.06127,2443,13,366450000,1.0619,1.06172,1.06172,1.0619,40.58808,-126.19048,-0.0001251,-0.0001246,14.61624,13.40381,17.38323,49.54522,0.35734,57.81447,-0.0179,20.40001,43.02908,1,2,loss
25235,25235,1671618000,1.06264,1.06296,1.06219,1.06229,2927,5,439050000,1.06182,1.06195,1.06195,1.06182,50.89119,15.33448,0.0003498,0.0003903,20.93578,20.89407,24.57053,42.66925,0.48398,49.29476,0.01789,11.11212,25.86363,1,2,loss
25243,25243,1671620400,1.06336,1.06359,1.06252,1.06263,2917,5,437550000,1.06189,1.06215,1.06215,1.06189,52.61731,35.78154,0.0002663,0.0002726,23.90135,19.82374,20.53373,49.87115,0.46556,58.67324,-0.03105,45.23327,46.43961,0,2,loss
25263,25263,1671626400,1.06147,1.06175,1.06144,1.06148,2842,5,426300000,1.06189,1.062,1.062,1.06189,43.96119,-60.78866,-0.0001601,-0.0001475,17.55606,18.66044,18.7214,42.61721,0.32065,48.93132,0.01131,43.24419,59.74214,0,2,loss
25267,25267,1671627600,1.06183,1.06183,1.06125,1.06147,2858,5,428700000,1.06189,1.06196,1.06196,1.06189,44.36036,-63.91823,-0.0001433,-0.0001406,15.55713,18.35083,14.71266,49.94628,0.3984,48.34051,-0.01884,44.68215,48.79304,1,2,loss
25277,25277,1671630600,1.06152,1.06171,1.06123,1.06132,2848,5,427200000,1.06185,1.06179,1.06179,1.06185,44.75439,-74.46574,-0.0001627,-0.0001626,14.07645,10.28156,12.60947,50.10918,0.25632,48.0362,-0.0405,50.5948,48.36279,1,2,loss
25301,25301,1671637800,1.06346,1.06348,1.06301,1.06333,2870,5,430500000,1.06202,1.06246,1.06246,1.06202,56.59363,28.26818,0.0005293,0.0005309,15.5449,23.90979,50.58781,64.48971,0.57221,47.75306,0.06399,2.78475,25.23593,1,2,win
25328,25328,1671645900,1.06105,1.06109,1.06045,1.06081,2933,5,439950000,1.06189,1.06182,1.06182,1.06189,41.62354,-73.25217,-0.0001265,-8.72e-05,11.13957,35.0191,36.17013,49.99983,0.36885,37.49803,-0.0424,21.32078,35.85438,1,2,loss
25373,25373,1671659400,1.06115,1.06115,1.06082,1.06091,2782,13,417300000,1.06141,1.06093,1.06093,1.06141,48.9722,-1.53425,0.0002563,0.0002852,14.87436,30.35314,38.13775,49.93743,0.47792,42.90752,-0.00754,4.90764,26.68514,1,2,loss
25426,25426,1671675300,1.06073,1.06073,1.06057,1.06059,2468,13,370200000,1.06116,1.06077,1.06077,1.06116,45.01716,-34.47492,-2e-07,7e-07,12.11428,19.01365,26.15031,43.26149,0.34874,37.03806,0.00566,26.04809,40.65635,1,2,loss
25430,25430,1671676500,1.06091,1.06093,1.06063,1.06064,2545,13,381750000,1.06115,1.06076,1.06076,1.06115,47.25279,4.40252,-4.5e-06,-2.8e-06,16.93796,12.74943,20.98371,42.83426,0.36826,45.32764,-0.03864,31.77509,24.37148,1,2,loss
25451,25451,1671682800,1.06275,1.06275,1.0625,1.06263,2793,13,418950000,1.06137,1.06171,1.06171,1.06137,63.03041,37.15326,0.0004596,0.0004849,19.92687,20.05326,29.79461,71.56333,0.56671,57.70394,-0.01035,17.76926,38.69182,1,2,loss
25476,25476,1671690300,1.06418,1.06418,1.06376,1.06381,2526,13,378900000,1.06186,1.06298,1.06298,1.06186,55.02203,26.60401,0.0004153,0.0004501,22.65254,22.09646,39.44196,64.66351,0.5259,57.89404,0.06114,41.5007,67.92833,1,2,loss
25490,25490,1671694500,1.06467,1.06481,1.06444,1.06448,2611,5,391650000,1.06218,1.06355,1.06355,1.06218,60.2817,84.07371,0.0003024,0.0003078,27.66299,13.3535,35.50112,57.07327,0.62724,67.14863,0.08368,81.53512,76.52434,0,2,loss
25504,25504,1671698700,1.0648,1.06483,1.06445,1.06449,2737,5,410550000,1.06248,1.06396,1.06396,1.06248,52.92187,34.2031,0.000189,0.0001952,16.70169,18.86317,23.82624,57.81268,0.48808,56.76996,0.02067,70.19187,79.05429,0,2,loss
25527,25527,1671705600,1.06395,1.0641,1.06256,1.06269,2876,5,431400000,1.06281,1.06404,1.06404,1.06281,36.15964,-148.76462,-6.1e-05,1.9e-06,18.95607,31.56199,25.38671,42.83889,-0.00082,41.83647,-0.09777,28.28748,49.09275,1,2,loss
25551,25551,1671712800,1.06485,1.06496,1.06336,1.06336,2836,5,425400000,1.06306,1.06403,1.06403,1.06306,43.22411,-21.82613,8.54e-05,0.0001155,27.03936,19.30772,27.88559,64.39586,0.25346,57.07927,-0.07142,40.74125,48.24718,1,2,win
25585,25585,1671723000,1.06306,1.06307,1.06105,1.06105,7421,5,1113150000,1.0629,1.06294,1.06294,1.0629,31.89809,-80.65705,-2.9e-06,3.75e-05,14.00749,19.79592,34.55938,42.30491,0.08659,34.5653,-0.10733,36.53457,59.75342,1,2,loss
25608,25608,1671729900,1.05915,1.05949,1.05898,1.05926,2946,5,441900000,1.06237,1.0613,1.0613,1.06237,39.45525,-94.78398,-0.0006158,-0.0006037,16.89323,21.26218,22.07627,42.88496,0.31894,47.0642,-0.02454,71.48405,74.59962,1,2,loss
25622,25622,1671734100,1.05894,1.0591,1.05876,1.05876,2929,5,439350000,1.06201,1.06058,1.06058,1.06201,36.05062,-162.48097,-0.0003937,-0.000361,11.95288,22.91745,22.00773,50.19274,0.12629,37.55643,-0.07928,9.02942,19.64629,1,2,win
25651,25651,1671742800,1.05787,1.05809,1.05759,1.05769,2910,5,436500000,1.06107,1.05896,1.05896,1.06107,36.41606,-108.29589,-0.0003204,-0.0003198,12.4726,21.50525,16.23782,42.75395,0.19842,46.50003,-0.0567,32.26452,37.14143,1,2,loss
25658,25658,1671744900,1.0576,1.05777,1.05727,1.05742,2886,13,432900000,1.06085,1.05868,1.05868,1.06085,37.58565,-135.74779,-0.000284,-0.0002754,9.2783,22.71447,23.33445,35.62202,0.13019,43.29598,-0.04726,27.54277,38.78377,1,2,loss
25676,25676,1671750300,1.05952,1.05952,1.05935,1.05942,2378,19,356700000,1.06061,1.05907,1.05907,1.06061,55.70711,29.04673,0.0003387,0.0003482,14.80205,22.32265,17.86723,36.46915,0.56036,45.84932,0.01888,7.45592,30.41277,0,2,loss
