,Unnamed: 0,time,open,high,low,close,tick_volume,spread,real_volume,EMA_200,EMA_50,EMA50,EMA200,RSI,CCI,MACD,Signal,DIplus,DIminus,ADX,MFI,BBr,cumdelta_rsi,ROC,stoch_rsi_k,stoch_rsi_d,ParabolicSAR_Signal,cross,result
52072,52072,1682981400,1.09675,1.0971,1.09674,1.09704,1620,13,243000000,1.09901,1.09724,1.09724,1.09901,52.7762,2.1921,-9.11e-05,-9.72e-05,22.57173,13.13625,19.06192,47.43811,0.57989,56.66436,-0.01732,50.7497,31.77525,0,1,win
52097,52097,1682988900,1.09724,1.09752,1.09724,1.09748,535,30,80250000,1.09862,1.09725,1.09725,1.09862,58.55893,73.08803,5.14e-05,4.12e-05,32.74303,11.83073,26.2245,50.98768,0.70028,61.9298,0.03099,62.11822,54.33112,0,1,loss
52123,52123,1682996700,1.0972,1.09768,1.0972,1.09766,1427,13,214050000,1.09829,1.09719,1.09719,1.09829,64.35762,120.93416,-3.86e-05,-7.31e-05,28.8833,32.96973,46.95711,43.35913,0.96897,48.85117,0.04466,78.09953,46.51555,0,1,win
52181,52181,1683014100,1.09848,1.09869,1.09836,1.09838,1640,13,246000000,1.09836,1.09831,1.09831,1.09836,50.44743,63.24786,-7.03e-05,-7.74e-05,26.66173,12.37166,22.67103,55.77132,0.53533,49.01857,0.00364,92.72554,77.91408,1,1,win
52195,52195,1683018300,1.09854,1.09908,1.09846,1.09895,2127,5,319050000,1.0984,1.09847,1.09847,1.0984,60.32723,80.90329,6.21e-05,5.73e-05,23.05691,18.95256,27.41582,58.22842,0.81145,50.87064,0.02457,32.75999,19.73032,1,1,win
52198,52198,1683019200,1.09865,1.09909,1.09865,1.09907,1965,5,294750000,1.09841,1.09851,1.09851,1.09841,60.79726,102.36318,8.48e-05,6.25e-05,19.97051,14.16198,22.13503,51.09116,0.84458,54.25193,0.02639,48.03147,46.80238,0,1,win
52205,52205,1683021300,1.09866,1.09942,1.09863,1.0991,2335,5,350250000,1.09844,1.09857,1.09857,1.09844,59.25973,133.11037,6.78e-05,6.03e-05,20.56619,13.41547,19.74192,44.85883,0.82564,53.03209,0.07102,54.82573,42.70925,0,1,win
52230,52230,1683028800,1.09717,1.09813,1.09689,1.0976,2544,5,381600000,1.0984,1.09825,1.09825,1.0984,46.43065,-29.74179,-0.000396,-0.0004127,21.37732,23.24984,19.82798,42.41296,0.43609,47.05056,0.03463,72.82933,67.70879,0,1,loss
52245,52245,1683033300,1.09584,1.09594,1.09517,1.0953,2124,5,318600000,1.09804,1.09711,1.09711,1.09804,37.29598,-61.44593,-0.0006813,-0.0006852,16.03804,20.6728,31.74661,20.53542,0.2725,37.28823,-0.14404,54.72744,31.62819,1,1,win
52274,52274,1683042000,1.09619,1.0969,1.09596,1.09684,2422,5,363300000,1.09761,1.09662,1.09662,1.09761,55.43217,-29.20228,5.07e-05,4.89e-05,16.83108,16.22891,16.36183,44.04907,0.55266,52.81424,0.00821,59.2257,45.83914,0,1,loss
52290,52290,1683046800,1.09428,1.09706,1.09424,1.09618,2937,18,440550000,1.09729,1.09606,1.09606,1.09729,54.30934,17.78017,-0.0002398,-0.0002604,21.30647,23.73307,18.41543,54.17853,0.67373,45.56761,0.07395,50.79061,47.6226,0,1,win
52354,52354,1683066000,1.10011,1.10044,1.10011,1.10039,1960,5,294000000,1.09827,1.09945,1.09945,1.09827,64.00914,161.62878,0.0001846,0.0001807,21.5746,10.30578,24.30542,55.29835,1.07551,56.62871,0.05638,49.742,52.02378,0,1,loss
52379,52379,1683073500,1.10021,1.10021,1.09998,1.10013,141,30,21150000,1.09869,1.09987,1.09987,1.09869,53.15129,-3.96653,-2.17e-05,-2.52e-05,23.33229,13.32509,29.08285,26.57901,0.5143,53.89461,0.00364,86.05641,61.126,0,1,win
52417,52417,1683084900,1.10129,1.10165,1.10127,1.10159,1192,13,178800000,1.09932,1.10061,1.10061,1.09932,71.65072,219.93203,0.0001994,0.0001786,44.19011,17.41569,30.47818,57.21419,0.82002,64.79111,0.02997,65.85404,50.3498,0,1,win
52426,52426,1683087600,1.10152,1.10182,1.10152,1.10178,1380,13,207000000,1.09952,1.1009,1.1009,1.09952,68.85311,99.58569,0.0002309,0.0002291,35.8866,20.40154,22.82717,72.87238,0.86118,63.9729,0.07175,62.82088,54.59318,0,1,win
52445,52445,1683093300,1.10239,1.10252,1.10237,1.10248,1031,13,154650000,1.09997,1.10157,1.10157,1.09997,71.48919,124.61006,0.0002598,0.0002579,30.72437,7.67143,35.90017,70.52003,0.72391,73.79918,0.02359,70.55713,64.8925,0,1,loss
52488,52488,1683106200,1.10185,1.10257,1.10169,1.10233,1937,5,290550000,1.10079,1.10209,1.10209,1.10079,56.44729,42.45498,-0.0001124,-0.0001297,21.77381,20.5779,20.92591,45.17687,0.7124,51.72584,0.01996,88.93472,61.65089,0,1,win
52506,52506,1683111600,1.10337,1.1039,1.10337,1.10387,2431,5,364650000,1.10118,1.10269,1.10269,1.10118,64.55699,96.6558,0.0003199,0.0003025,24.72114,13.86152,29.25882,57.37641,0.75242,54.27043,0.08432,29.30835,16.07846,1,1,loss
52514,52514,1683114000,1.10389,1.1046,1.10389,1.10451,2253,5,337950000,1.10139,1.10302,1.10302,1.10139,65.71222,169.50113,0.0003517,0.0003278,29.58731,13.80905,25.03326,36.3332,0.7911,54.97166,0.11149,44.00344,29.9165,0,1,loss
52518,52518,1683115200,1.10389,1.10465,1.10383,1.10436,2355,5,353250000,1.1015,1.10319,1.10319,1.1015,60.61751,114.58937,0.0003528,0.000344,22.64405,14.83927,22.88964,51.01,0.72339,52.63031,0.04439,42.713,52.26482,0,1,loss
52545,52545,1683123300,1.10374,1.10377,1.10341,1.10352,1874,5,281100000,1.10202,1.10348,1.10348,1.10202,49.08421,1.59912,-7.48e-05,-8e-05,21.2635,15.97192,19.15605,56.56377,0.47997,44.13814,0.01722,76.21091,65.33177,0,1,win
52568,52568,1683130200,1.10369,1.10429,1.10359,1.10403,2436,5,365400000,1.10236,1.10361,1.10361,1.10236,55.96002,94.57364,1.68e-05,-2.3e-06,22.83222,13.94023,14.91639,56.27791,0.7792,55.17789,-0.00091,55.81258,45.76231,0,1,win
52578,52578,1683133200,1.10307,1.10447,1.10307,1.10434,2902,5,435300000,1.10248,1.10361,1.10361,1.10248,59.48211,122.09656,-9.7e-06,-2.1e-05,15.63201,18.04397,21.03199,43.01192,1.13349,46.93236,0.07068,39.76332,22.82506,0,1,win
52622,52622,1683146400,1.10478,1.10508,1.10478,1.10501,1827,5,274050000,1.10335,1.10465,1.10465,1.10335,53.86529,88.24101,-5.7e-06,-2.17e-05,20.38116,13.91324,18.98242,63.71961,0.68618,53.88416,-0.01357,74.80444,70.57933,0,1,win
52649,52649,1683154500,1.10548,1.10575,1.10534,1.10539,2536,13,380400000,1.10381,1.10504,1.10504,1.10381,52.05029,49.4666,-4.85e-05,-5.22e-05,32.28452,15.86219,22.51746,48.90506,0.58811,46.97016,-0.05064,69.42254,47.46999,1,1,win
52699,52699,1683169500,1.10714,1.10834,1.10714,1.10822,2106,13,315900000,1.10487,1.1065,1.1065,1.10487,70.95386,270.03182,0.0002414,0.0001893,31.81841,18.86759,16.12477,56.8263,1.20742,53.45983,0.1654,76.56006,60.89217,0,1,loss
52717,52717,1683174900,1.10822,1.10828,1.10775,1.10819,2057,13,308550000,1.10535,1.10715,1.10715,1.10535,61.33349,77.54132,0.0002061,0.0001956,24.88118,13.06329,20.79448,42.06904,0.66388,48.84944,0.03972,77.39625,51.57369,0,1,loss
52754,52754,1683186000,1.10838,1.10867,1.10837,1.10859,1466,13,219900000,1.10624,1.10797,1.10797,1.10624,62.6181,184.64768,5.59e-05,3.28e-05,29.8034,10.95958,20.61953,63.6508,1.0328,57.46192,0.05415,86.13698,69.43196,0,1,loss
52761,52761,1683188100,1.10841,1.10849,1.10826,1.10843,1376,13,206400000,1.10637,1.10803,1.10803,1.10637,56.65435,134.87242,3.99e-05,2.95e-05,22.35294,17.65765,15.0316,59.08088,0.84435,52.84107,0.04694,52.62964,33.23271,1,1,loss
52772,52772,1683191400,1.10824,1.10904,1.10824,1.109,2340,6,351000000,1.10658,1.10816,1.10816,1.10658,64.35037,219.88759,7.96e-05,5.18e-05,21.66778,13.44529,14.51107,53.3786,1.18712,51.63167,0.05323,49.70723,35.88012,0,1,loss
52808,52808,1683202200,1.10417,1.10447,1.10414,1.10432,2235,5,335250000,1.10638,1.10613,1.10613,1.10638,32.89219,-69.31181,-0.0007335,-0.000754,14.02977,21.10586,53.87205,34.33898,0.38167,48.71967,-0.10493,65.54592,49.68175,1,1,win
52857,52857,1683216900,1.10421,1.1046,1.10338,1.10393,2810,5,421500000,1.10589,1.10499,1.10499,1.10589,47.40925,-19.3929,-0.0007262,-0.000758,17.20803,20.85842,21.42562,35.40972,0.43306,41.75767,-0.17723,55.13801,44.7167,0,1,loss
52871,52871,1683221100,1.10182,1.10295,1.10182,1.10252,2905,5,435750000,1.10541,1.10377,1.10377,1.10541,47.91869,-1.0805,-0.000775,-0.0008066,24.9292,20.04607,30.19851,36.06258,0.50793,50.76024,-0.05258,57.49494,32.60871,1,1,win
52885,52885,1683225300,1.09979,1.10049,1.09977,1.10026,2672,5,400800000,1.1048,1.10241,1.10241,1.1048,41.84866,-57.63394,-0.0008363,-0.0008375,16.40392,18.82706,25.26935,49.27405,0.36362,46.10642,-0.21947,33.66718,31.96891,1,1,win
52928,52928,1683238200,1.10151,1.10178,1.10149,1.10149,2130,5,319500000,1.10378,1.10194,1.10194,1.10378,44.3473,-23.02914,-0.0001459,-0.0001471,19.62773,11.34768,20.62351,42.41641,0.42578,43.34868,0.01816,83.38397,76.44953,0,1,win
52931,52931,1683239100,1.10137,1.10148,1.10128,1.10144,2040,5,306000000,1.10371,1.10188,1.10188,1.10371,43.89551,-44.06065,-0.0001442,-0.0001467,12.77693,17.04085,16.39581,29.05954,0.47993,42.39584,0.01816,56.84005,61.83958,0,1,win
52947,52947,1683243900,1.1013,1.10136,1.1013,1.10134,766,19,114900000,1.10337,1.10164,1.10164,1.10337,44.66581,-49.88936,-0.0001027,-0.0001082,18.9698,16.42563,23.02961,39.84206,0.38991,52.61363,-0.03086,42.73233,35.46316,1,1,win
52954,52954,1683246000,1.10124,1.10127,1.10118,1.10126,175,25,26250000,1.10322,1.10151,1.10151,1.10322,47.92924,-16.78845,-0.0001194,-0.0001269,22.26385,24.42458,17.98545,52.50129,0.49168,48.1637,-0.00272,73.41835,48.88282,0,1,win
52966,52966,1683249600,1.10109,1.10148,1.10102,1.10145,808,19,121200000,1.10299,1.10138,1.10138,1.10299,57.94695,98.97894,-5.6e-05,-8.31e-05,21.88382,14.34155,17.81863,66.23465,0.87532,56.9073,0.01725,72.03277,55.94799,0,1,win
52994,52994,1683258000,1.10218,1.10274,1.10209,1.10273,1459,13,218850000,1.10276,1.10185,1.10185,1.10276,74.48312,217.3913,0.0001676,0.000154,34.38159,18.15748,28.76312,50.48324,0.87865,59.55556,0.04718,61.78215,46.07858,0,1,win
53025,53025,1683267300,1.10349,1.10366,1.10346,1.10361,1214,13,182100000,1.10287,1.10281,1.10281,1.10287,64.49061,112.28814,0.000164,0.0001538,35.85939,14.55115,25.29434,54.50171,0.71085,63.71953,0.03898,76.99906,60.96403,0,1,win
53067,53067,1683279900,1.10356,1.10447,1.10345,1.10443,2211,5,331650000,1.10326,1.10371,1.10371,1.10326,63.24073,44.54107,-0.0001024,-0.0001223,24.48878,15.97262,28.78869,50.36966,0.79633,46.79585,0.00724,65.05901,44.59625,0,1,loss
53080,53080,1683283800,1.10378,1.1038,1.10328,1.10353,2244,5,336600000,1.1033,1.10366,1.10366,1.1033,48.09641,-11.31318,-0.0001062,-0.0001092,20.46349,17.95626,14.67496,55.58136,0.48787,46.83227,-0.07244,32.53597,26.35349,1,1,loss
53091,53091,1683287100,1.1029,1.103,1.10258,1.10264,2221,5,333150000,1.10323,1.1033,1.1033,1.10323,42.2001,-50.05441,-0.00027,-0.0002722,15.34663,9.00939,16.62024,49.10172,0.34451,50.66711,-0.10238,52.62966,47.60426,0,1,loss
53134,53134,1683300000,1.10153,1.1018,1.10143,1.10151,2382,5,357300000,1.10287,1.10223,1.10223,1.10287,42.47919,-26.21029,-0.0003451,-0.0003525,21.10637,16.32977,38.24373,40.43156,0.40771,39.91767,-0.06804,77.06089,64.45027,0,1,loss
53145,53145,1683303300,1.09886,1.09955,1.09871,1.09928,2768,5,415200000,1.1024,1.10084,1.10084,1.1024,44.84167,-20.03333,-0.000968,-0.0009898,32.65257,16.3544,27.15416,57.28908,0.45448,49.47209,-0.20426,86.70545,71.59022,1,1,loss
53188,53188,1683316200,1.10297,1.10343,1.10292,1.10339,2179,5,326850000,1.10194,1.10144,1.10144,1.10194,71.47309,233.61311,0.0005799,0.0005714,34.31227,6.08317,43.70137,66.42655,0.74457,63.31557,0.08073,65.65517,42.21619,0,1,loss
53210,53210,1683322800,1.10195,1.10244,1.10185,1.10241,1968,5,295200000,1.10194,1.10168,1.10168,1.10194,58.34983,37.1709,-5.95e-05,-0.0001135,30.24411,17.44322,23.76022,58.29993,0.66065,56.27108,0.08807,94.66818,73.66224,0,1,loss
53242,53242,1683505200,1.10178,1.10183,1.10177,1.10179,148,46,22200000,1.10195,1.10185,1.10185,1.10195,48.25064,-10.92158,-7.59e-05,-7.94e-05,22.43102,17.80419,13.2185,44.61181,0.4926,44.18373,0.00091,100.0,73.66002,1,1,win
53265,53265,1683512100,1.10174,1.10179,1.10155,1.10178,585,19,87750000,1.10191,1.10178,1.10178,1.10191,51.82223,-17.15594,-7.49e-05,-8.14e-05,13.28994,18.94086,36.96995,32.71443,0.51885,47.73028,-0.01452,75.37808,48.93782,0,1,win
53292,53292,1683520200,1.10215,1.10281,1.10215,1.10259,2046,13,306900000,1.10194,1.10197,1.10197,1.10194,64.37214,186.98742,8.65e-05,6.8e-05,32.89015,13.81212,23.42989,60.71353,0.98219,60.05661,0.02449,55.3935,30.23013,0,1,win
53314,53314,1683526800,1.10358,1.10374,1.10358,1.10372,1181,13,177150000,1.10219,1.10271,1.10271,1.10219,69.29443,150.45824,0.0002991,0.0002902,47.07718,12.07495,39.45649,79.15712,0.72422,66.70907,0.0553,65.0709,50.48735,0,1,win
53349,53349,1683537300,1.10454,1.10459,1.10437,1.10443,1757,5,263550000,1.10273,1.10371,1.10371,1.10273,65.00887,159.75588,0.0001046,9.13e-05,24.43281,11.91975,28.43329,56.60098,0.83152,56.10601,0.02808,77.38056,57.84325,0,1,loss
53369,53369,1683543300,1.10464,1.10496,1.10462,1.10488,2191,5,328650000,1.10305,1.10416,1.10416,1.10305,59.80696,104.97238,0.0001202,0.0001177,18.43532,14.12683,19.12437,47.83663,0.7582,54.23235,0.01177,68.77055,49.01605,0,1,loss
53375,53375,1683545100,1.10482,1.10518,1.10471,1.10491,1891,5,283650000,1.10315,1.10426,1.10426,1.10315,58.50981,119.53939,0.0001202,0.0001084,26.48273,9.7474,21.88236,57.46562,0.74044,59.61264,0.04799,70.09224,51.0195,0,1,loss
53392,53392,1683550200,1.10349,1.10384,1.1034,1.10375,1732,5,259800000,1.10322,1.10391,1.10391,1.10322,49.88132,-13.90995,-0.000328,-0.0003377,35.4365,14.83114,30.18301,46.0098,0.48076,61.68,-0.10679,52.70368,41.3382,0,1,win
53428,53428,1683561000,1.10366,1.10407,1.10354,1.10384,2090,5,313500000,1.10349,1.10399,1.10399,1.10349,48.76729,-13.43503,-0.0001485,-0.0001553,18.36606,11.77942,17.77572,56.61284,0.47974,55.39542,0.04894,79.44405,63.66846,0,1,loss
53431,53431,1683561900,1.10344,1.10406,1.10339,1.104,2245,5,336750000,1.10349,1.10396,1.10396,1.10349,52.54475,15.32567,-0.0001213,-0.0001479,18.32378,15.95782,16.33656,64.09895,0.59971,51.37586,0.03262,70.36979,74.82449,0,1,loss
53460,53460,1683570600,1.10164,1.10192,1.10156,1.10186,2321,5,348150000,1.1033,1.10293,1.10293,1.1033,39.06364,-45.89606,-0.0005426,-0.0005567,15.43426,18.63632,43.95395,26.78261,0.40738,33.90825,-0.05624,84.09753,58.8641,0,1,win
53504,53504,1683583800,1.10059,1.10074,1.10058,1.10065,1679,5,251850000,1.10271,1.10164,1.10164,1.10271,36.36821,-53.69826,-0.0003952,-0.0004113,12.39109,16.32667,41.50618,41.516,0.42982,46.2937,-0.00454,82.37817,73.29869,1,1,loss
53573,53573,1683604500,1.09875,1.099,1.09874,1.09892,1398,13,209700000,1.10125,1.09962,1.09962,1.10125,40.8412,-34.73433,-0.0003177,-0.0003402,15.44174,15.20038,32.84922,47.0555,0.43211,42.94735,-0.05821,94.00992,80.34977,0,1,win
53589,53589,1683609300,1.09866,1.09893,1.09866,1.09881,1628,13,244200000,1.10091,1.09928,1.09928,1.10091,45.30646,-40.42124,-0.0001588,-0.0001621,20.04858,23.80678,23.64007,49.70051,0.41014,47.91428,-0.02639,29.40507,19.97176,1,1,win
53628,53628,1683621000,1.09917,1.09923,1.09896,1.09919,1642,5,246300000,1.1003,1.0991,1.0991,1.1003,55.39526,9.90744,-2.6e-06,-1.2e-05,15.00288,23.86231,30.64901,45.30442,0.58172,53.75931,-0.00182,79.00471,66.6449,0,1,loss
53647,53647,1683626700,1.0996,1.09974,1.09897,1.09969,2702,5,405300000,1.10015,1.09928,1.09928,1.10015,56.00815,23.14204,0.0001121,0.0001097,16.03984,20.51311,20.83355,62.82646,0.70703,56.27834,0.03457,49.94129,42.2664,0,1,loss
53665,53665,1683632100,1.09766,1.09784,1.09746,1.0977,2281,5,342150000,1.09978,1.09855,1.09855,1.09978,39.32514,-55.04661,-0.0003758,-0.0003787,14.45365,22.78135,26.07019,56.89887,0.40028,59.07005,0.04101,72.20418,65.16929,0,1,loss
53713,53713,1683646500,1.09613,1.09643,1.09613,1.09633,2404,5,360600000,1.09885,1.09726,1.09726,1.09885,40.60498,-39.67082,-0.0004379,-0.000459,17.51973,20.98943,47.36048,43.84799,0.41466,45.26422,-0.01642,95.60389,86.53692,0,1,loss
53726,53726,1683650400,1.09472,1.09557,1.09471,1.09531,2724,5,408600000,1.09837,1.09632,1.09632,1.09837,44.2103,-17.68003,-0.0005624,-0.0006079,19.87553,22.73339,43.47081,54.25924,0.48569,50.36911,-0.07845,52.35173,31.37908,0,1,win
53757,53757,1683659700,1.09549,1.09571,1.09542,1.09566,2159,5,323850000,1.09765,1.0958,1.0958,1.09765,52.30722,20.61419,-9.08e-05,-0.0001023,22.43448,17.2673,24.93473,55.85151,0.58771,52.14135,0.01734,86.44649,54.4937,1,1,win
53817,53817,1683677700,1.09608,1.09622,1.09604,1.09622,113,42,16950000,1.09701,1.0962,1.0962,1.09701,51.07563,10.13758,-8.1e-05,-8.28e-05,23.69535,23.31855,37.24568,30.06087,0.56073,37.84493,0.00821,76.56466,51.84495,0,1,win
53828,53828,1683681000,1.09608,1.09632,1.09606,1.09624,898,19,134700000,1.09691,1.09616,1.09616,1.09691,52.12836,56.7007,-6.63e-05,-6.71e-05,30.75661,19.19739,20.55061,84.18131,0.62997,58.02739,0.0146,84.07971,64.18087,0,1,win
53852,53852,1683688200,1.09675,1.09693,1.09675,1.09686,1205,13,180750000,1.09683,1.09639,1.09639,1.09683,63.68066,185.46366,8.64e-05,7.09e-05,30.31806,18.2356,26.32836,63.98739,0.83299,68.48614,0.03466,78.10815,49.83317,0,1,win
53884,53884,1683697800,1.09728,1.09738,1.09728,1.09738,1457,13,218550000,1.0969,1.0969,1.0969,1.0969,64.01444,169.07845,0.0001072,0.0001009,36.95436,14.07072,20.81267,69.97878,0.89462,61.57998,0.02096,92.89218,73.0123,0,1,loss
53924,53924,1683709800,1.09663,1.09716,1.09663,1.0971,1815,6,272250000,1.09697,1.09698,1.09698,1.09697,57.11887,23.97509,-0.0001589,-0.0001915,30.25224,26.03696,38.9886,48.03241,0.6358,54.35645,0.01367,98.9767,88.99499,0,1,win
53963,53963,1683721500,1.09524,1.09547,1.09519,1.09541,2018,6,302700000,1.09676,1.09624,1.09624,1.09676,43.29572,-40.81633,-0.0004399,-0.0004529,18.75768,17.63489,32.84193,42.15226,0.47414,51.2477,-0.02464,80.40836,54.31885,0,1,loss
53990,53990,1683729600,1.09487,1.09517,1.09482,1.09508,1889,5,283350000,1.0964,1.09555,1.09555,1.0964,46.7217,-36.82302,-0.0002117,-0.0002195,15.1323,13.52039,35.02798,48.44871,0.43076,57.14655,-0.02465,62.96998,48.71351,0,1,win
54000,54000,1683732600,1.09438,1.09882,1.09438,1.09753,2936,18,440400000,1.09628,1.09539,1.09539,1.09628,76.13836,468.46739,2.13e-05,-0.0001496,21.2899,20.90267,22.13186,59.41643,1.40943,59.12126,0.24844,40.22546,26.31652,0,1,win
54047,54047,1683746700,1.09723,1.09731,1.09701,1.09718,1936,5,290400000,1.09688,1.09726,1.09726,1.09688,48.62309,4.80525,-0.0002066,-0.0002186,15.06887,14.90275,24.87378,49.10422,0.51301,46.91053,-0.02825,87.73275,70.30646,1,1,loss
54066,54066,1683752400,1.09668,1.09697,1.09668,1.09681,2020,6,303000000,1.09687,1.097,1.097,1.09687,48.9352,-7.26443,-0.0001791,-0.0001975,21.64533,14.60898,27.76989,49.16596,0.47741,51.89332,-0.01094,86.6772,69.79161,1,1,win
54114,54114,1683766800,1.09807,1.09847,1.09807,1.09847,529,19,79350000,1.0973,1.0979,1.0979,1.0973,67.80584,152.12528,7.21e-05,6.28e-05,24.17153,17.05577,21.77766,55.96729,1.12165,57.58681,0.04463,67.46856,57.62639,0,1,win
54142,54142,1683775200,1.09859,1.09873,1.09858,1.09873,1425,13,213750000,1.09756,1.09822,1.09822,1.09756,65.83935,180.72787,5.98e-05,3.72e-05,29.36168,9.85244,24.84452,70.78296,0.97782,66.53567,0.02276,80.6284,58.75432,0,1,win
54175,54175,1683785100,1.09796,1.09812,1.09794,1.09797,1421,13,213150000,1.09779,1.09825,1.09825,1.09779,44.63914,-18.29567,-0.0002027,-0.0002132,25.19561,12.45377,32.83922,47.97981,0.45214,54.45399,0.0082,96.39422,81.38478,0,1,loss
54192,54192,1683790200,1.09716,1.09736,1.09707,1.09735,1019,13,152850000,1.09773,1.09782,1.09782,1.09773,43.79489,-56.51939,-0.0002414,-0.0002563,15.49065,22.00137,32.55933,34.5884,0.39392,49.59584,-0.01002,82.96661,69.80547,1,1,loss
54231,54231,1683801900,1.09318,1.09379,1.0931,1.09375,2446,5,366900000,1.09709,1.09569,1.09569,1.09709,39.67695,-37.55249,-0.0010181,-0.0010822,17.86547,15.27241,45.98832,42.89123,0.43971,44.92749,-0.11233,98.35126,97.55563,0,1,loss
